Title,Year,Age,Rating,Netflix,Hulu,Prime Video,Disney+
Double Jeopardy,1999,18+,70/100,1,0,0,0
Ava,2020,18+,70/100,1,0,0,0
Barfi!,2012,all,70/100,1,0,0,0
Barry,2016,,70/100,1,0,0,0
Go!,2020,,70/100,1,0,0,0
Everybody's Fine,2009,13+,70/100,1,0,0,0
Monty Python Live at the Hollywood Bowl,1982,18+,70/100,1,0,0,0
Parker,2013,18+,70/100,1,0,0,0
The Karate Kid Part II,1986,7+,70/100,1,0,0,0
System Crasher,2019,,70/100,1,0,0,0
Under Siege,1992,18+,70/100,1,0,0,0
Brain on Fire,2017,13+,70/100,1,0,0,0
The Butterfly's Dream,2013,13+,70/100,1,0,0,0
The Wrong Missy,2020,18+,70/100,1,0,0,0
Battle: Los Angeles,2011,13+,70/100,1,0,0,0
Pari,2018,13+,70/100,1,0,1,0
The Beguiled,2017,18+,70/100,1,0,0,0
Batman: The Killing Joke,2016,18+,70/100,1,0,0,0
Sex Drive,2008,18+,70/100,1,0,0,0
Mosul,2020,,70/100,1,0,0,0
Pokémon the Movie: The Power of Us,2018,all,70/100,1,0,0,0
Underdogs,2013,7+,70/100,1,0,1,0
The Little Rascals,1994,7+,70/100,1,0,0,0
Fun with Dick and Jane,2005,13+,70/100,1,0,1,0
Ballerina,2016,7+,70/100,1,0,0,0
Hasan Minhaj: Homecoming King,2017,18+,70/100,1,0,0,0
An Easy Girl,2019,18+,70/100,1,0,0,0
Highway,2014,13+,70/100,1,0,1,0
The Book of Henry,2017,13+,70/100,1,0,0,0
Reversing Roe,2018,,70/100,1,0,0,0
The Clovehitch Killer,2018,13+,70/100,1,1,0,0
There's Something in the Water,2019,,70/100,1,0,0,0
Stuart Little,1999,7+,70/100,1,0,0,0
Barakah Meets Barakah,2016,,70/100,1,0,0,0
Starsky & Hutch,2004,13+,70/100,1,0,0,0
Loving,2016,13+,70/100,1,0,0,0
Haider,2014,13+,70/100,1,0,0,0
The Twilight Saga: Eclipse,2010,13+,70/100,1,0,0,0
Triple 9,2016,18+,70/100,1,0,0,0
Spanglish,2004,13+,70/100,1,0,0,0
The Spiderwick Chronicles,2008,7+,70/100,1,0,0,0
Kahaani,2012,16+,69/100,1,0,0,0
Lady J,2018,16+,69/100,1,0,0,0
The Interpreter,2005,13+,69/100,1,0,0,0
"Frankenstein's Monster's Monster, Frankenstein",2019,16+,69/100,1,0,0,0
Not Another Teen Movie,2001,16+,69/100,1,0,1,0
The Cloverfield Paradox,2018,13+,69/100,1,0,0,0
Disclosure,2020,18+,69/100,1,0,0,0
Hot Girls Wanted,2015,,69/100,1,0,0,0
Dead Man Down,2013,18+,69/100,1,0,0,0
Fear Street: 1994,2021,,69/100,1,0,0,0
Kill the Irishman,2011,18+,69/100,1,0,0,0
Set It Up,2018,16+,69/100,1,0,0,0
Case 39,2009,18+,69/100,1,0,1,0
Outside the Wire,2021,18+,69/100,1,0,0,0
Steal a Pencil for Me,2007,,69/100,1,0,0,0
Project Power,2020,18+,69/100,1,0,0,0
High Strung Free Dance,2018,7+,69/100,1,0,0,0
The Twilight Saga: Breaking Dawn - Part 1,2011,13+,69/100,1,0,0,0
Marc Maron: Too Real,2017,,69/100,1,0,0,0
The Polka King,2017,,69/100,1,0,0,0
6 Balloons,2018,18+,69/100,1,0,0,0
Amanda Knox,2016,18+,69/100,1,0,0,0
At Eternity's Gate,2018,13+,69/100,1,0,0,0
Anon,2018,18+,69/100,1,0,0,0
3 Days to Kill,2014,13+,69/100,1,0,0,0
To the Bone,2017,18+,69/100,1,0,0,0
Trollhunters: Rise of the Titans,2021,7+,69/100,1,0,0,0
Mowgli: Legend of the Jungle,2018,13+,69/100,1,0,0,0
Mother's Day,2016,13+,69/100,1,0,1,0
Mortal Kombat,1995,13+,69/100,1,0,0,0
Creep,2014,18+,69/100,1,0,1,0
Death to 2020,2020,18+,69/100,1,0,0,0
Operation Finale,2018,13+,69/100,1,0,0,0
The Great Hack,2019,,69/100,1,0,0,0
The Land of Steady Habits,2018,,69/100,1,0,0,0
Suffragette,2015,13+,69/100,1,0,0,0
Wildlife,2018,13+,69/100,1,0,0,0
War Machine,2017,18+,69/100,1,0,0,0
Bending the Arc,2017,,69/100,1,0,0,0
Kill the Messenger,2014,18+,69/100,1,0,0,0
Feminists: What Were They Thinking?,2018,,69/100,1,0,0,0
If Anything Happens I Love You,2020,7+,69/100,1,0,0,0
Nobody Speak: Trials of the Free Press,2017,16+,69/100,1,0,0,0
Sand Castle,2017,18+,69/100,1,0,0,0
The Forest of Love,2019,18+,69/100,1,0,0,0
Kabhi Alvida Naa Kehna,2006,18+,69/100,1,0,0,0
Fatherhood,2021,13+,69/100,1,0,0,0
Our Idiot Brother,2011,18+,69/100,1,0,0,0
Quién te cantará,2018,,68/100,1,0,0,0
Takers,2010,13+,68/100,1,0,1,0
Udaan,2010,18+,68/100,1,0,0,0
City of Joy,2016,,68/100,1,0,1,0
Under the Shadow,2016,13+,68/100,1,0,0,0
The Silence of Others,2019,,68/100,1,0,0,0
Nacho Libre,2006,7+,68/100,1,0,0,0
Ninja Assassin,2009,18+,68/100,1,0,0,0
The Twilight Saga: New Moon,2009,13+,68/100,1,0,0,0
Rocks,2020,18+,68/100,1,0,0,0
Step Up Revolution,2012,13+,68/100,1,1,0,0
Giving Voice,2020,13+,68/100,1,0,0,0
Like Father,2018,18+,68/100,1,0,0,0
Eddie Murphy Raw,1987,18+,68/100,1,0,0,0
Berserk: The Golden Age Arc III - The Advent,2013,18+,68/100,1,0,0,0
Aval,2017,13+,68/100,1,0,0,0
The Promise,2016,13+,68/100,1,0,0,0
Prospect,2018,18+,68/100,1,0,0,0
Ne Zha,2019,,68/100,1,0,0,0
Bad Genius,2017,13+,68/100,1,0,0,0
Burning Sands,2017,18+,68/100,1,0,0,0
Ludo,2020,13+,68/100,1,0,0,0
Eat Pray Love,2010,13+,68/100,1,0,0,0
Circle,2015,,68/100,1,0,1,0
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,68/100,1,0,0,0
Dovlatov,2018,13+,68/100,1,0,0,0
Lakshya,2004,all,68/100,1,0,0,0
American Murder: The Family Next Door,2020,18+,68/100,1,0,0,0
Jab We Met,2007,13+,68/100,1,0,1,0
Kuchh Bheege Alfaaz,2018,,68/100,1,0,0,0
John Mulaney: The Comeback Kid,2015,7+,68/100,1,0,0,0
Apostle,2018,18+,68/100,1,0,0,0
After We Collided,2020,18+,68/100,1,0,0,0
Mystic Pizza,1988,16+,68/100,1,1,0,0
Middle Men,2009,18+,68/100,1,0,0,0
To All the Boys: P.S. I Still Love You,2020,16+,68/100,1,0,0,0
Malang,2020,,68/100,1,0,0,0
Someone Great,2019,18+,68/100,1,0,0,0
Time Trap,2017,18+,68/100,1,0,0,0
In This Corner of the World,2016,13+,68/100,1,0,0,0
C/o Kancharapalem,2018,7+,68/100,1,0,0,0
Agneepath,1990,,68/100,1,0,0,0
The Package,2018,18+,67/100,1,0,0,0
Tau,2018,18+,67/100,1,0,0,0
Your Highness,2011,18+,67/100,1,0,1,0
Alexander,2004,18+,67/100,1,0,0,0
Rurouni Kenshin: The Final,2021,,67/100,1,0,0,0
Bill Burr: I'm Sorry You Feel That Way,2014,18+,67/100,1,0,0,0
Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,67/100,1,0,0,0
All the Bright Places,2020,18+,67/100,1,0,0,0
Streets of Fire,1984,7+,67/100,1,0,0,0
Sleepless,2017,18+,67/100,1,0,0,0
An Egyptian Story,1982,,67/100,1,0,0,0
Major Grom: Plague Doctor,2021,,67/100,1,0,0,0
Struggle: The Life and Lost Art of Szukalski,2018,18+,67/100,1,0,0,0
Seaspiracy,2021,18+,67/100,1,0,0,0
Wish I Was Here,2014,18+,67/100,1,0,0,0
Moxie,2021,13+,67/100,1,0,0,0
18 Presents,2020,18+,67/100,1,0,0,0
Oxygen,2021,18+,67/100,1,0,0,0
Private Life,2018,18+,67/100,1,0,0,0
The Grandmaster,2013,13+,67/100,1,0,0,0
Home Again,2017,13+,67/100,1,0,0,0
Athlete A,2020,13+,67/100,1,0,0,0
The Outsider,2018,,67/100,1,1,1,0
The Fourth Kind,2009,13+,67/100,1,0,0,0
Bastille Day,2016,18+,67/100,1,0,0,0
The Whole Truth,2016,18+,67/100,1,0,0,0
Ibiza,2018,18+,67/100,1,0,0,0
Sabotage,2014,18+,67/100,1,0,0,0
Penguin Bloom,2021,13+,67/100,1,0,0,0
The Kissing Booth 2,2020,,67/100,1,0,0,0
Kingsglaive: Final Fantasy XV,2016,13+,67/100,1,0,0,0
Mirai,2018,7+,67/100,1,0,0,0
Child's Play 2,1990,18+,67/100,1,0,0,0
World Trade Center,2006,13+,67/100,1,0,1,0
OMG: Oh My God!,2012,all,67/100,1,0,0,0
A Private War,2018,18+,67/100,1,0,0,0
Get on Up,2014,13+,67/100,1,0,0,0
The Possession,2012,13+,67/100,1,0,0,0
The Angry Birds Movie 2,2019,7+,67/100,1,0,0,0
Stowaway,2021,18+,67/100,1,0,0,0
Bill Burr: You People Are All The Same,2012,18+,67/100,1,0,0,0
Four Christmases,2008,13+,67/100,1,0,0,0
Bombay Talkies,2013,13+,67/100,1,0,0,0
Vampire Academy,2014,13+,67/100,1,0,0,0
Brick Mansions,2014,13+,67/100,1,0,0,0
Kingdom: Ashin of the North,2021,18+,67/100,1,0,0,0
Andaz Apna Apna,1994,7+,67/100,1,0,0,0
Emicida: AmarElo - It's All for Yesterday,2020,,67/100,1,0,0,0
Blue Miracle,2021,7+,67/100,1,0,0,0
Holding the Man,2015,,67/100,1,0,0,0
Small Town Crime,2018,18+,67/100,1,0,0,0
Ek Ladki Ko Dekha Toh Aisa Laga,2019,,67/100,1,0,0,0
First They Killed My Father,2017,18+,67/100,1,0,0,0
Rising Phoenix,2020,13+,67/100,1,0,0,0
The Wolf's Call,2019,16+,67/100,1,0,0,0
Paan Singh Tomar,2012,7+,67/100,1,0,0,0
John Mulaney & The Sack Lunch Bunch,2019,,67/100,1,0,0,0
Seventh Son,2015,13+,67/100,1,0,0,0
The Death of Mr. Lazarescu,2005,18+,67/100,1,0,0,0
The Occupant,2020,18+,67/100,1,0,0,0
The Body Remembers When the World Broke Open,2019,18+,67/100,1,0,0,0
The Woman in the Window,2021,18+,67/100,1,0,0,0
Berlin Syndrome,2017,18+,67/100,1,0,0,0
What the Health,2017,,67/100,1,0,0,0
The Runaways,2010,18+,67/100,1,0,0,0
Kodachrome,2017,18+,67/100,1,0,0,0
Croupier,1998,18+,67/100,1,0,0,0
The Smurfs,2011,7+,67/100,1,0,0,0
Muppets Most Wanted,2014,7+,67/100,1,0,0,1
Creep 2,2017,18+,67/100,1,0,0,0
Mandela: Long Walk to Freedom,2013,13+,66/100,1,0,0,0
Toilet: A Love Story,2017,,66/100,1,0,0,0
The Square,2013,16+,66/100,1,0,0,0
Jerry Seinfeld: I'm Telling You for the Last Time,1998,all,66/100,1,0,0,0
"Roxanne, Roxanne",2017,18+,66/100,1,0,0,0
Riphagen The Untouchable,2016,,66/100,1,0,0,0
Dear Zindagi,2016,13+,66/100,1,0,0,0
Vizontele,2001,,66/100,1,0,0,0
Good on Paper,2021,18+,66/100,1,0,0,0
Ophelia,2019,13+,66/100,1,0,0,0
Black Sea,2014,18+,66/100,1,0,0,0
Girl,2018,18+,66/100,1,1,0,0
Irreplaceable You,2018,18+,66/100,1,0,0,0
The Do-Over,2016,18+,66/100,1,0,0,0
Metallica: Some Kind of Monster,2004,18+,66/100,1,0,0,0
Handsome Devil,2017,18+,66/100,1,0,0,0
Unfriended,2015,18+,66/100,1,0,0,0
Visaranai,2016,,66/100,1,0,0,0
Been So Long,2018,,66/100,1,0,0,0
Yes Day,2021,7+,66/100,1,0,0,0
Blood Red Sky,2021,18+,66/100,1,0,0,0
The Bleeding Edge,2018,16+,66/100,1,0,0,0
Tread,2020,,66/100,1,0,0,0
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,66/100,1,0,0,0
Kevin Hart: Irresponsible,2019,18+,66/100,1,0,0,0
In the Tall Grass,2019,18+,66/100,1,0,0,0
Wadjda,2012,7+,66/100,1,0,0,0
Ferry,2021,18+,66/100,1,0,0,0
The Heartbreak Kid,2007,18+,66/100,1,0,0,0
Fools Rush In,1997,13+,66/100,1,0,0,0
Wild Child,2008,13+,66/100,1,0,0,0
The Lovebirds,2020,18+,66/100,1,0,0,0
Machete Kills,2013,18+,66/100,1,0,0,0
Sergio,2020,18+,66/100,1,0,0,0
The Last Letter From Your Lover,2021,18+,66/100,1,0,0,0
Kursk,2018,13+,66/100,1,0,0,0
Then Came You,2019,13+,66/100,1,0,0,0
Gantz:O,2016,18+,66/100,1,0,0,0
Jenny Slate: Stage Fright,2019,18+,66/100,1,0,0,0
Taylor Swift: Reputation Stadium Tour,2018,7+,66/100,1,0,0,0
Jodhaa Akbar,2008,13+,66/100,1,0,0,0
Red Joan,2018,18+,66/100,1,0,0,0
Amateur,2018,18+,66/100,1,0,0,0
What a Girl Wants,2003,7+,66/100,1,0,0,0
Quigley Down Under,1990,13+,66/100,1,0,0,0
Cop Out,2010,18+,66/100,1,0,0,0
Mindhorn,2016,18+,66/100,1,0,0,0
Katt Williams: Great America,2018,18+,66/100,1,0,0,0
Lingua Franca,2020,,66/100,1,0,0,0
Abduction,2011,13+,66/100,1,0,1,0
Copenhagen,2014,,66/100,1,0,0,0
High Flying Bird,2019,18+,66/100,1,0,0,0
Free to Play,2014,,66/100,1,0,0,0
Life of Crime,2013,18+,66/100,1,0,0,0
A Very Murray Christmas,2015,18+,66/100,1,0,0,0
The Silence,2019,13+,65/100,1,0,0,0
Sarah's Key,2010,13+,65/100,1,0,0,0
Abducted in Plain Sight,2018,all,65/100,1,0,0,0
Winchester,2018,13+,65/100,1,0,0,0
Our Souls at Night,2017,16+,65/100,1,0,0,0
The Karate Kid Part III,1989,7+,65/100,1,0,0,0
Haseen Dillruba,2021,18+,65/100,1,0,0,0
SampleThis,2013,,65/100,1,0,0,0
Bride of Chucky,1998,18+,65/100,1,0,0,0
Christine,2016,18+,65/100,1,1,0,0
Secret Superstar,2017,,65/100,1,0,0,0
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,65/100,1,0,0,0
WHAT DID JACK DO?,2017,16+,65/100,1,0,0,0
Blue Jay,2016,,65/100,1,0,0,0
Deidra & Laney Rob a Train,2017,16+,65/100,1,0,0,0
Hari Kondabolu: Warn Your Relatives,2018,,65/100,1,0,0,0
Close,2019,18+,65/100,1,0,0,0
Sir,2018,,65/100,1,0,0,0
Congo,1995,13+,65/100,1,0,0,0
The Prom,2020,13+,65/100,1,0,0,0
Naruto Shippuden the Movie,2007,13+,65/100,1,0,0,0
The Bling Ring,2013,18+,65/100,1,0,0,0
Greater,2016,7+,65/100,1,0,0,0
07:19,2016,,65/100,1,0,0,0
Neal Brennan: 3 Mics,2017,,65/100,1,0,0,0
In the Family,2017,,65/100,1,0,0,0
The Awakening of Motti Wolkenbruch,2018,,65/100,1,0,0,0
Beats,2019,18+,65/100,1,0,1,0
Lost Girls,2020,18+,65/100,1,0,0,0
The Witch: Part 1. The Subversion,2018,,65/100,1,0,0,0
Don,2006,13+,65/100,1,0,0,0
A Little Chaos,2015,18+,65/100,1,0,0,0
Dennis the Menace,1993,7+,65/100,1,0,0,0
iBoy,2017,,65/100,1,0,0,0
Rush: Beyond The Lighted Stage,2010,,65/100,1,0,0,0
See You Yesterday,2019,,65/100,1,0,0,0
Metallica: Through the Never,2013,18+,65/100,1,0,0,0
Xtreme,2021,18+,65/100,1,0,0,0
Beyond the Clouds,2018,,65/100,1,0,0,0
Two Distant Strangers,2020,18+,65/100,1,0,0,0
Bert Kreischer: Secret Time,2018,18+,65/100,1,0,0,0
To All the Boys: Always and Forever,2021,,65/100,1,0,0,0
Breaking Boundaries: The Science of Our Planet,2021,7+,65/100,1,0,0,0
"Yes, God, Yes",2019,18+,65/100,1,0,0,0
The Long Riders,1980,18+,65/100,1,0,1,0
Shepherds and Butchers,2017,18+,65/100,1,0,0,0
Big Miracle,2012,7+,65/100,1,0,0,0
Gunjan Saxena: The Kargil Girl,2020,16+,65/100,1,0,0,0
The Invisible Guardian,2017,16+,65/100,1,0,0,0
Cop Car,2015,18+,65/100,1,0,0,0
Main Hoon Na,2004,7+,65/100,1,0,0,0
Last Breath,2019,18+,65/100,1,0,0,0
The Stepfather,2009,13+,65/100,1,1,1,0
Joe Rogan: Strange Times,2018,,65/100,1,0,0,0
The Sweetest Thing,2002,18+,65/100,1,0,1,0
Dil Se..,1998,13+,65/100,1,0,0,0
Thunder Force,2021,13+,65/100,1,0,0,0
The Ivory Game,2016,,65/100,1,0,0,0
Otherhood,2019,18+,65/100,1,0,0,0
Space Sweepers,2021,,65/100,1,0,0,0
The Prince & Me,2004,7+,65/100,1,0,1,0
For the Love of Spock,2016,,65/100,1,0,0,0
The Green Inferno,2015,18+,64/100,1,0,0,0
A Babysitter's Guide to Monster Hunting,2020,,64/100,1,0,0,0
Fantastic Fungi,2019,16+,64/100,1,0,0,0
West Beirut,1998,13+,64/100,1,0,0,0
He Never Died,2015,18+,64/100,1,0,0,0
The Nut Job,2014,7+,64/100,1,0,0,0
Unicorn Store,2017,,64/100,1,0,0,0
Alex Strangelove,2018,18+,64/100,1,0,0,0
Naruto Shippuden the Movie: The Will of Fire,2009,13+,64/100,1,0,0,0
David Foster: Off the Record,2019,,64/100,1,0,0,0
Pihu,2018,all,64/100,1,0,0,0
American Me,1992,18+,64/100,1,0,0,0
The Christmas Chronicles: Part Two,2020,7+,64/100,1,0,0,0
Sinister 2,2015,18+,64/100,1,0,0,0
Don't Go Breaking My Heart,2011,,64/100,1,0,0,0
Black '47,2018,18+,64/100,1,0,0,0
Mute,2018,18+,64/100,1,0,0,0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,64/100,1,0,0,0
The Ottoman Lieutenant,2017,18+,64/100,1,0,0,0
Teefa in Trouble,2018,13+,64/100,1,0,0,0
David Cross: Making America Great Again,2016,,64/100,1,0,0,0
The Last Days,1998,13+,64/100,1,0,0,0
Fred Claus,2007,7+,64/100,1,0,0,0
Sierra Burgess Is a Loser,2018,13+,64/100,1,0,0,0
Pariah,2011,18+,64/100,1,0,0,0
Cam,2018,18+,64/100,1,0,0,0
The Boys in the Band,2020,18+,64/100,1,0,0,0
Kai Po Che!,2013,,64/100,1,0,0,0
The Tree of Blood,2018,18+,64/100,1,0,0,0
Magic Carpet Ride,2005,13+,64/100,1,0,0,0
A Sun,2019,,64/100,1,0,0,0
The Mirror Has Two Faces,1996,13+,64/100,1,0,0,0
The Skin of the Wolf,2018,,64/100,1,0,0,0
Come Sunday,2018,16+,64/100,1,0,0,0
The Forty-Year-Old Version,2020,18+,64/100,1,0,0,0
Eli,2019,18+,64/100,1,0,0,0
Naruto the Movie: Ninja Clash in the Land of Snow,2004,16+,64/100,1,0,0,0
Tony Robbins: I Am Not Your Guru,2016,,64/100,1,0,0,0
Good Burger,1997,7+,64/100,1,0,0,0
Jimmy Neutron: Boy Genius,2001,all,64/100,1,0,0,0
American Son,2019,,64/100,1,0,0,0
The Call,2020,,64/100,1,0,0,0
Nights in Rodanthe,2008,13+,64/100,1,0,0,0
Dick Johnson Is Dead,2020,13+,64/100,1,0,0,0
Maps to the Stars,2014,18+,64/100,1,0,0,0
The Hows of Us,2018,,64/100,1,0,0,0
Mimi,2021,,64/100,1,0,0,0
100 Meters,2016,,64/100,1,0,0,0
The Death and Life of Marsha P. Johnson,2017,,64/100,1,0,0,0
No Game No Life: Zero,2017,18+,64/100,1,0,0,0
Taylor Tomlinson: Quarter-Life Crisis,2020,16+,64/100,1,0,0,0
All Day and a Night,2020,18+,64/100,1,0,0,0
Ali Wong: Baby Cobra,2016,18+,64/100,1,0,0,0
Parmanu: The Story of Pokhran,2018,,64/100,1,0,0,0
The Incredible Jessica James,2017,,64/100,1,0,0,0
The Happytime Murders,2018,18+,64/100,1,0,0,0
The Strangers: Prey at Night,2018,18+,64/100,1,0,0,0
Cradle 2 the Grave,2003,18+,64/100,1,0,0,0
Jim Gaffigan: King Baby,2009,7+,64/100,1,0,0,0
Rust Creek,2019,18+,64/100,1,0,0,0
The Smurfs 2,2013,7+,64/100,1,0,0,0
Asmaa,2011,,64/100,1,0,0,0
Rock On!!,2008,,64/100,1,0,1,0
Fisherman’s Friends,2019,13+,64/100,1,0,0,0
Avengement,2019,,64/100,1,0,0,0
Other People,2016,,64/100,1,0,0,0
Kicking and Screaming,1995,18+,64/100,1,0,1,0
Tamasha,2015,7+,64/100,1,0,0,0
The Meddler,2016,13+,64/100,1,0,0,0
White Girl,2016,,64/100,1,0,0,0
Below Zero,2021,18+,64/100,1,0,0,0
The Climb,2017,,64/100,1,0,1,0
The Rachel Divide,2018,18+,64/100,1,0,0,0
1000 Mabrouk,2009,,64/100,1,0,0,0
Undefeated,2011,13+,64/100,1,0,0,0
Lying and Stealing,2019,18+,64/100,1,0,0,0
Who Would You Take to a Deserted Island?,2019,,64/100,1,0,0,0
Richard Pryor: Live in Concert,1979,18+,64/100,1,0,0,0
Om Shanti Om,2007,7+,63/100,1,0,0,0
Year One,2009,13+,63/100,1,0,0,0
"Waiting for ""Superman""",2010,7+,63/100,1,0,0,0
Andhaghaaram,2020,,63/100,1,0,0,0
Hop,2011,all,63/100,1,0,0,0
Coming Soon,2014,7+,63/100,1,0,0,0
The Rugrats Movie,1998,all,63/100,1,0,0,0
Jingle Jangle: A Christmas Journey,2020,7+,63/100,1,0,0,0
Mission Blue,2014,7+,63/100,1,0,0,0
Beverly Hills Ninja,1997,13+,63/100,1,0,0,0
In a Valley of Violence,2016,18+,63/100,1,0,0,0
The Battered Bastards of Baseball,2014,,63/100,1,0,0,0
Inhuman Kiss,2019,,63/100,1,0,0,0
The Motive,2017,18+,63/100,1,0,0,0
Lust Stories,2018,13+,63/100,1,0,0,0
Beyond Skyline,2017,18+,63/100,1,0,0,0
Holiday in the Wild,2019,7+,63/100,1,0,0,0
Umrika,2015,,63/100,1,0,0,0
The Seven Deadly Sins: Prisoners of the Sky,2018,,63/100,1,0,0,0
Long Shot,2017,16+,63/100,1,0,0,0
Dev.D,2009,13+,63/100,1,0,0,0
Judd Apatow: The Return,2017,16+,63/100,1,0,0,0
Jaane Tu... Ya Jaane Na,2008,,63/100,1,0,0,0
Escape from Planet Earth,2012,7+,63/100,1,0,0,0
Aziz Ansari: Live at Madison Square Garden,2015,18+,63/100,1,0,0,0
"Yours, Mine & Ours",2005,7+,63/100,1,0,1,0
Bully,2011,13+,63/100,1,0,0,0
Sleight,2016,18+,63/100,1,0,0,0
The Hummingbird Project,2019,18+,63/100,1,0,0,0
"Game Over, Man!",2018,18+,63/100,1,0,0,0
Edge of Seventeen,1998,18+,63/100,1,0,0,0
A Christmas Prince: The Royal Wedding,2018,7+,63/100,1,0,0,0
American Outlaws,2001,13+,63/100,1,0,0,0
Jim Jefferies: Bare,2014,18+,63/100,1,0,0,0
Wake Up Sid,2009,,63/100,1,0,0,0
Bill Hicks: Relentless,1992,,63/100,1,0,0,0
Mary Magdalene,2018,18+,63/100,1,0,0,0
BLACKPINK: Light Up the Sky,2020,all,63/100,1,0,0,0
Madras Cafe,2013,13+,63/100,1,0,0,0
Berlin Calling,2008,,63/100,1,0,0,0
The Titan,2018,18+,63/100,1,0,0,0
I Am Not an Easy Man,2018,,63/100,1,0,0,0
Love Off the Cuff,2017,,63/100,1,0,0,0
Child's Play 3,1991,18+,63/100,1,0,0,0
Rugrats in Paris: The Movie,2000,all,63/100,1,0,0,0
Naruto Shippuden the Movie: Bonds,2008,16+,63/100,1,0,0,0
Heneral Luna,2015,18+,63/100,1,0,0,0
Delhi Belly,2011,,63/100,1,0,0,0
Armed to the Teeth,2018,,63/100,1,0,0,0
I Am All Girls,2021,18+,63/100,1,0,0,0
Jagame Thandhiram,2021,18+,63/100,1,0,0,0
Master Z: Ip Man Legacy,2019,13+,63/100,1,0,0,0
Hubie Halloween,2020,13+,63/100,1,0,0,0
Naruto Shippuden the Movie: Blood Prison,2011,13+,63/100,1,0,0,0
Awake,2021,,63/100,1,0,1,0
Bulbbul,2020,18+,63/100,1,0,0,0
Malcolm & Marie,2021,18+,63/100,1,0,0,0
Fukrey,2013,13+,63/100,1,0,0,0
Furie,2019,18+,63/100,1,0,0,0
The Blue Elephant Part 2,2019,,63/100,1,0,0,0
Orbiter 9,2017,16+,63/100,1,0,0,0
Awe!,2018,,63/100,1,0,0,0
Our Lovers,2016,,63/100,1,0,0,0
Newness,2017,,63/100,1,0,0,0
Freak Show,2018,,63/100,1,1,0,0
Black or White,2014,13+,63/100,1,0,0,0
Everybody's Everything,2019,18+,63/100,1,0,0,0
The Darkest Hour,2011,13+,63/100,1,0,0,0
Headshot,2016,,63/100,1,0,0,0
Ratchet & Clank,2016,7+,63/100,1,0,0,0
Blind Detective,2013,,63/100,1,0,0,0
Capital in the Twenty-First Century,2019,,63/100,1,0,0,0
Rim of the World,2019,7+,63/100,1,0,0,0
America: The Motion Picture,2021,,63/100,1,0,0,0
The Princess Switch,2018,7+,63/100,1,0,0,0
Belgica,2016,,63/100,1,0,0,0
Pyaar Ka Punchnama 2,2015,13+,63/100,1,0,0,0
Love Jones,1997,18+,63/100,1,0,0,0
Kevin Hart: Seriously Funny,2010,18+,63/100,1,0,0,0
Violet Evergarden: Eternity and the Auto Memory Doll,2019,7+,63/100,1,0,0,0
Little Monsters,1989,7+,63/100,1,1,0,0
Mucize,2015,18+,63/100,1,0,0,0
Playing for Keeps,2012,13+,62/100,1,0,0,0
#Alive,2020,,62/100,1,0,0,0
Finding 'Ohana,2021,7+,62/100,1,0,0,0
Three,2016,13+,62/100,1,0,0,0
Aziz Ansari: Right Now,2019,,62/100,1,0,0,0
Bill Hicks: Revelations,1993,,62/100,1,0,0,0
Love Happens,2009,13+,62/100,1,0,0,0
The Wind,2019,18+,62/100,1,0,0,0
Habibie & Ainun,2012,,62/100,1,0,0,0
Feel the Beat,2020,all,62/100,1,0,0,0
Hotel for Dogs,2009,7+,62/100,1,0,0,0
Silver Skates,2020,18+,62/100,1,0,0,0
Elizabeth Harvest,2018,18+,62/100,1,0,0,0
Joseph: King of Dreams,2000,all,62/100,1,0,0,0
Choked: Paisa Bolta Hai,2020,16+,62/100,1,0,0,0
Carrie Pilby,2017,,62/100,1,0,0,0
Blame!,2017,13+,62/100,1,0,0,0
Ala Vaikunthapurramuloo,2020,13+,62/100,1,0,0,0
The Operative,2019,18+,62/100,1,0,0,0
Pelé,2021,13+,62/100,1,0,0,0
Little Evil,2017,18+,62/100,1,0,0,0
Mersal,2017,,62/100,1,0,0,0
Hannah Gadsby: Douglas,2020,18+,62/100,1,0,0,0
Operation Christmas Drop,2020,all,62/100,1,0,0,0
Pokémon the Movie: I Choose You!,2017,7+,62/100,1,0,0,0
Sweetheart,2019,13+,62/100,1,0,0,0
Delirium,2018,18+,62/100,1,0,0,0
The Bar,2017,,62/100,1,0,0,0
Herod's Law,1999,18+,62/100,1,0,0,0
A Princess for Christmas,2011,7+,62/100,1,0,0,0
Triple Threat,2019,18+,62/100,1,0,0,0
Kevin Hart: What Now?,2016,18+,62/100,1,0,0,0
Goon: Last of the Enforcers,2017,18+,62/100,1,0,0,0
The Unknown Known,2013,13+,62/100,1,0,0,0
The Paramedic,2020,18+,62/100,1,0,0,0
Yuva,2004,7+,62/100,1,0,0,0
Can't Help Falling in Love,2017,,62/100,1,0,0,0
Sandy Wexler,2017,16+,62/100,1,0,0,0
Nothing to Hide,2018,18+,62/100,1,0,0,0
Sad Hill Unearthed,2017,,62/100,1,0,0,0
How I Became a Superhero,2021,,62/100,1,0,0,0
